Sr. No.,Tender Id,T247 Id,Tender Number,Meril Ref No,New Govt Code,Distributor Master,Zonal Head Name,Front Line Sales,HO Name,Site Location,Tender Due Date,Pre Bid Meeting Date,Quantity,Uom,Sap Material Code,Model,Lob,Segment,Sales Cat,status,Remarks,Estimated Cost,Final Remarks,Bidder Company,Bidder Model,Bidder Price,Bidder Rank
5851,4108,92606627,GEM/2025/B/6697750,,,,,,,"South 24 Parganas, West Bengal, India",29-09-2025,,300,,,,,,,N/A,,0,,,,,
5852,4109,92606714,GEM/2025/B/6700254,,,,,,,"Poonch, Jammu And Kashmir, India",09-10-2025,,205,,,,,,,N/A,,0,,,,,
5853,4110,92606771,GEM/2025/B/6659121,,,,,,,"Kota, Rajasthan, India",10-10-2025,,240,,,,,,,N/A,,0,,,,,
5854,4113,92607889,AIIMS/Admin/RES/160(VII)/2025,,,,,,,"Jodhpur, Rajasthan, India",22-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5855,4114,92609049,,,,,,,,"Kolkata, West Bengal, India",22-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5856,4115,92609056,,,,,,,,"Alipurduar, West Bengal, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5857,4116,92610410,,,,,,,,"Faridkot, Punjab, India",03-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5858,4117,92610415,No. MSO/Pur/2025/20904,,,,,,,"Faridkot, Punjab, India",03-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5859,4118,92610556,94497,,,,,,,"Chatra, Jharkhand, India",23-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5860,4121,92622269,82253134,,,,,,,"Jaipur, Rajasthan, India",26-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5861,4122,92622350,H3251340,,,,,,,"Chandrapur, Maharashtra, India",20-09-2025,,,,,,,,,N/A,,0,,,,,
5862,4123,92622355,ELT2526S133,,,,,,,"Guwahati, Assam, India",24-09-2025,,,,,,,,,N/A,,0,,,,,
5863,4124,92622518,H2251374A,,,,,,,"Bhusawal, Maharashtra, India",25-09-2025,,,,,,,,,N/A,,0,,,,,
5864,4125,92622543,29250262A,,,,,,,"Chandrapur, Maharashtra, India",29-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5865,4126,92622587,82252446,,,,,,,"Jodhpur, Rajasthan, India",29-09-2025,,,,,,,,,N/A,,0,,,,,
5866,4127,92622593,CH256443,,,,,,,"Hubli, Karnataka, India",30-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5867,4128,92622792,61256578,,,,,,,"Jagadhri, Haryana, India",09-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5868,4129,92622799,12255304A,,,,,,,"Kanchrapara, West Bengal, India",13-10-2025,,,,,,,,,N/A,,0,,,,,
5869,4130,92622959,80251995A,,,,,,,"Bhopal, Madhya Pradesh, India",18-10-2025,,,,,,,,,N/A,,0,,,,,
5870,4131,92623024,22255583,,,,,,,"Sealdah, West Bengal, India",21-10-2025,,,,,,,,,N/A,,0,,,,,
5871,4132,92623124,82250116D,,,,,,,"Multi Location, Multi State, India",06-10-2025,,,,,,,,,N/A,,0,,,,,
5872,4133,92623134,62253439B,,,,,,,"Mumbai, Maharashtra, India",09-10-2025,,,,,,,,,N/A,,0,,,,,
5873,4134,92623297,82259009A,,,,,,,"Multi Location, Multi State, India",17-10-2025,,,,,,,,,N/A,,0,,,,,
5874,4135,92623302,CH253340,,,,,,,"Mysore, Karnataka, India",07-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5875,4136,92623335,82255068A,,,,,,,"Jaipur, Rajasthan, India",08-10-2025,,,,,,,,,N/A,,0,,,,,
5876,4137,92623436,AP255473,,,,,,,"Kolkata, West Bengal, India",06-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5877,4138,92627039,07255534,,,,,,,"Varanasi, Uttar Pradesh, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5878,4139,92627237,93256235,,,,,,,"Chandrapur, Maharashtra, India",29-09-2025,,,,,,,,,N/A,,0,,,,,
5879,4140,92627262,CH251623C,,,,,,,"Hubli, Karnataka, India",07-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5880,4141,92627363,62252514A,,,,,,,"Kalyan, Maharashtra, India",07-10-2025,,,,,,,,,N/A,,0,,,,,
5881,4144,92628002,GEM/2025/B/6701449,,,,,,,"Kolkata, West Bengal, India",29-09-2025,ref to doc,5,,,,,,,N/A,,0,,,,,
5882,4145,92628003,GEM/2025/B/6701451,,,,,,,"Jabalpur, Madhya Pradesh, India",29-09-2025,ref to doc,1710,,,,,,,N/A,,0,,,,,
5883,4147,92628134,GEM/2025/B/6701110,,,,,,,"Bhopal, Madhya Pradesh, India",23-09-2025,ref to doc,180,,,,,,,N/A,,0,,,,,
5884,4148,92628843,2025_UDJK_288612_1,,,,,,,"Srinagar, Jammu And Kashmir, India",29-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5885,4149,92601911,2025_TMC_878073_1,,,,,,,"Mumbai, Maharashtra, India",22-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5886,4150,92602065,2025_NISER_878134_1,,,,,,,"Khordha, Orissa, India",20-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5887,4151,92606411,GEM/2025/B/6699173,,,,,,,"Mangalore, Karnataka, India",29-09-2025,,16,,,,,,,N/A,,0,,,,,
5888,4153,92619142,2025_BU_905090_1,,,,,,,"Bardhaman, West Bengal, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5889,4154,92623216,82255743A,,,,,,,"Bhopal, Madhya Pradesh, India",30-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5890,4155,92627200,CH253137B,,,,,,,"Mysore, Karnataka, India",07-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5891,4156,92627464,23255059D,,,,,,,"Kanchrapara, West Bengal, India",14-10-2025,,,,,,,,,N/A,,0,,,,,
5892,4157,92627854,GEM/2025/B/6693613,,,,,,,"Dhemaji, Assam, India",29-09-2025,ref to doc,96,,,,,,,N/A,,0,,,,,
5893,4158,92619647,2025_LD_904033_1,,,,,,,"Nadia, West Bengal, India",29-10-2025,19-09-2025,,,,,,,,N/A,,0,,,,,
5894,4159,92602366,GEM/2025/B/6633737,,,,,,,"Pune, Maharashtra, India",10-10-2025,,81390,,,,,,,N/A,,0,,,,,
5895,4160,92602372,GEM/2025/B/6648285,,,,,,,"Baramulla, Jammu And Kashmir, India",29-09-2025,ref to doc,2821,,,,,,,N/A,,0,,,,,
5896,4162,92606032,GEM/2025/B/6642836,,,,,,,"Coimbatore, Tamil Nadu, India",09-10-2025,ref to doc,102,,,,,,,N/A,,0,,,,,
5897,4164,92609057,,,,,,,,"Birbhum, West Bengal, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5898,4168,92628566,GEM/2025/B/6701748,,,,,,,"Baramulla, Jammu And Kashmir, India",29-09-2025,ref to doc,131,,,,,,,N/A,,0,,,,,
5899,4170,92627890,GEM/2025/B/6696980,,,,,,,"Gadag, Karnataka, India",03-10-2025,ref to doc,23077,,,,,,,N/A,,0,,,,,
5900,4171,92627954,GEM/2025/B/6699609,,,,,,,"Pithoragarh, Uttarakhand, India",29-09-2025,ref to doc,316,,,,,,,N/A,,0,,,,,
5901,4172,92628164,GEM/2025/B/6701196,,,,,,,"Poonch, Jammu And Kashmir, India",29-09-2025,ref to doc,12,,,,,,,N/A,,0,,,,,
5902,4173,92628326,GEM/2025/B/6701635,,,,,,,"Subarnapur, Orissa, India",29-09-2025,ref to doc,29850,,,,,,,N/A,,0,,,,,
5903,4174,92628413,GEM/2025/B/6701710,,,,,,,"Kamrup, Assam, India",29-09-2025,ref to doc,3412,,,,,,,N/A,,0,,,,,
5904,4175,92628586,GEM/2025/B/6701771,,,,,,,"Kupwara, Jammu And Kashmir, India",29-09-2025,ref to doc,95,,,,,,,N/A,,0,,,,,
5905,4176,92628670,GEM/2025/B/6701804,,,,,,,"Kupwara, Jammu And Kashmir, India",10-10-2025,,89,,,,,,,N/A,,0,,,,,
5906,4177,92628715,GEM/2025/B/6653408,,,,,,,"Jaipur, Rajasthan, India",29-09-2025,ref to doc,117,,,,,,,N/A,,0,,,,,
5907,4178,92628747,GEM/2025/B/6668316,,,,,,,"Kota, Rajasthan, India",18-10-2025,,86,,,,,,,N/A,,0,,,,,
5908,4181,92640549,2025_DGMET_1074984_1,,,,,,,"Banda, Uttar Pradesh, India",29-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5909,4183,92642069,GEM/2025/B/6702932,,,,,,,"Mumbai, Maharashtra, India",11-10-2025,ref to doc,39,,,,,,,N/A,,0,,,,,
5910,4184,92642150,GEM/2025/B/6639270,,,,,,,"New Delhi, Delhi, India",20-10-2025,ref to doc,8,,,,,,,N/A,,0,,,,,
5911,4185,92642163,GEM/2025/B/6691187,,,,,,,"Dahod, Gujarat, India",06-10-2025,,160000,,,,,,,N/A,,0,,,,,
5912,4187,92642655,GEM/2025/B/6702467,,,,,,,"Lalitpur, Uttar Pradesh, India",06-10-2025,,9,,,,,,,N/A,,0,,,,,
5913,4190,92642716,GEM/2025/B/6702115,,,,,,,"Raigad, Maharashtra, India",29-09-2025,ref to doc,30,,,,,,,N/A,,0,,,,,
5914,4191,92642720,GEM/2025/B/6702123,,,,,,,"Ramgarh, Jharkhand, India",01-10-2025,ref to doc,102,,,,,,,N/A,,0,,,,,
5915,4196,92628727,GEM/2025/B/6699960,,,,,,,"Kolar, Karnataka, India",03-10-2025,ref to doc,82,,,,,,,N/A,,0,,,,,
5916,4197,92641991,GEM/2025/B/6702685,,,,,,,"Pune, Maharashtra, India",29-09-2025,ref to doc,129,,,,,,,N/A,,0,,,,,
5917,4198,92642677,GEM/2025/B/6702542,,,,,,,"Pune, Maharashtra, India",29-09-2025,ref to doc,235,,,,,,,N/A,,0,,,,,
5918,4199,92642762,GEM/2025/B/6702233,,,,,,,"Pune, Maharashtra, India",29-09-2025,ref to doc,304,,,,,,,N/A,,0,,,,,
5919,4200,92606242,GEM/2025/B/6699655,,,,,,,"Mumbai, Maharashtra, India",16-10-2025,ref to doc,161,,,,,,,N/A,,0,,,,,
5920,4201,92623730,T.E.NO. GMSCL/D-766/RC/2025-26:213781:,,,,,,,"Gandhinagar, Gujarat, India",30-09-2025,20-08-2025,,,,,,,,N/A,,0,,,,,
5921,4202,92627348,02256736,,,,,,,"Chennai, Tamil Nadu, India",09-10-2025,,,,,,,,,N/A,,0,,,,,
5922,4203,92628718,GEM/2025/B/6690699,,,,,,,"Singrauli, Madhya Pradesh, India",03-10-2025,,1565,,,,,,,N/A,,0,,,,,
5923,4206,92641956,GEM/2025/B/6702071,,,,,,,"Pakur, Jharkhand, India",29-09-2025,,1,,,,,,,N/A,,0,,,,,
5924,4207,92646034,GEM/2025/B/6645621,,,,,,,"Pune, Maharashtra, India",11-10-2025,,121,,,,,,,N/A,,0,,,,,
5925,4208,92646036,GEM/2025/B/6686198,,,,,,,"Nashik, Maharashtra, India",07-10-2025,,572,,,,,,,N/A,,0,,,,,
5926,4210,92647336,2025_AIMSD_878251_1,,,,,,,"New Delhi, Delhi, India",10-11-2025,07-10-2025,,,,,,,,N/A,,0,,,,,
5927,4211,92648053,2025_RIMS_104992_1,,,,,,,"Ranchi, Jharkhand, India",29-10-2025,26-09-2025,,,,,,,,N/A,,0,,,,,
5928,4215,91387882,GEM/2024/B/5207032,,,,,,,"Nagpur, Maharashtra, India",25-09-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
5929,4217,92651207,,,,,,,,"Patna, Bihar, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5930,4218,92651684,SMC2526GSSS00171,,,,,,,"Jaipur, Rajasthan, India",24-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5931,4221,92652253,GEM/2025/B/6689439,,,,,,,"New Delhi, Delhi, India",10-10-2025,,1200,,,,,,,N/A,,0,,,,,
5932,4222,92652300,GEM/2025/B/6692821,,,,,,,"Agra, Uttar Pradesh, India",13-10-2025,25-09-2025,1,,,,,,,N/A,,0,,,,,
5933,4225,92652484,GEM/2025/B/6656054,,,,,,,"Kalpakkam, Tamil Nadu, India",31-10-2025,07-10-2025,1,,,,,,,N/A,,0,,,,,
5934,4226,92652485,GEM/2025/B/6688434,,,,,,,"Nabinagar, Bihar, India",22-10-2025,,48050,,,,,,,N/A,,0,,,,,
5935,4227,92652514,GEM/2025/B/6703548,,,,,,,"Burhanpur, Madhya Pradesh, India",18-10-2025,,198,,,,,,,N/A,,0,,,,,
5936,4228,92652516,GEM/2025/B/6600012,,,,,,,"Pune, Maharashtra, India",29-09-2025,ref to doc,4,,,,,,,N/A,,0,,,,,
5937,4229,92652552,GEM/2025/B/6703966,,,,,,,"Mumbai, Maharashtra, India",14-10-2025,,545,,,,,,,N/A,,0,,,,,
5938,4230,92652591,GEM/2025/B/6704145,,,,,,,"Hyderabad, Telangana, India",29-09-2025,,686,,,,,,,N/A,,0,,,,,
5939,4231,92652611,GEM/2025/B/6704275,,,,,,,"Visakhapatnam, Andhra Pradesh, India",10-10-2025,,36,,,,,,,N/A,,0,,,,,
5940,4234,92653236,GEM/2025/B/6544311,,,,,,,"Jodhpur, Rajasthan, India",07-10-2025,,1588,,,,,,,N/A,,0,,,,,
5941,4235,92653239,GEM/2025/B/6544483,,,,,,,"New Delhi, Delhi, India",17-10-2025,,77062,,,,,,,N/A,,0,,,,,
5942,4236,92653278,GEM/2025/B/6683576,,,,,,,"New Delhi, Delhi, India",30-09-2025,,40000,,,,,,,N/A,,0,,,,,
5943,4241,92655649,2025_HFW_903943_1,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5944,4242,92657080,,,,,,,,"Alipurduar, West Bengal, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5945,4248,92659336,2025_HFW_903943_2,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5946,4249,92659393,2025_HFW_903943_7,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5947,4250,92659394,2025_HFW_903943_3,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5948,4251,92659465,2025_HFW_903943_14,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5949,4252,92659467,2025_HFW_903943_13,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5950,4253,92659478,2025_HFW_903943_11,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5951,4254,92659493,2025_HFW_903943_5,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5952,4255,92659678,2025_HFW_903943_8,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5953,4256,92659715,2025_HFW_903943_9,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5954,4257,92660595,,,,,,,,"Kolkata, West Bengal, India",25-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5955,4258,92660607,,,,,,,,"Kolkata, West Bengal, India",25-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5956,4259,92660777,2025_HFW_903943_10,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5957,4260,92660781,2025_HFW_903943_6,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5958,4261,92660790,2025_HFW_903943_12,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5959,4266,92662417,,,,,,,,"Yavatmal, Maharashtra, India",22-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5960,4267,92662491,,,,,,,,"Faridkot, Punjab, India",13-10-2025,,,,,,,,,N/A,,0,,,,,
5961,4268,92662761,362283,,,,,,,"Hazaribagh, Jharkhand, India",11-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5962,4269,92663479,,,,,,,,"Not Classified, Kerala, India",25-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5963,4271,92663970,1443/GTCH/2025-26,,,,,,,"Patna, Bihar, India",10-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5964,4272,92664688,,,,,,,,"Multi Location, Multi State, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5965,4274,92668493,ILP/SC2/ADR164/50 TE-1376,,,,,,,"Palakkad, Kerala, India",23-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5966,4275,92671455,41255184,,,,,,,"Ajmer, Rajasthan, India",26-09-2025,,,,,,,,,N/A,,0,,,,,
5967,4276,92671502,P6255806A,,,,,,,"Bangalore, Karnataka, India",22-09-2025,,,,,,,,,N/A,,0,,,,,
5968,4277,92671625,05255396,,,,,,,"Bhubaneswar, Orissa, India",06-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5969,4278,92671653,82255489,,,,,,,"Allahabad, Uttar Pradesh, India",13-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5970,4279,92671735,68255256B,,,,,,,"Chennai, Tamil Nadu, India",13-10-2025,,,,,,,,,N/A,,0,,,,,
5971,4280,92671762,29250266B,,,,,,,"Chandrapur, Maharashtra, India",30-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5972,4281,92671777,02256885,,,,,,,"Chennai, Tamil Nadu, India",24-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5973,4282,92671916,IG256565,,,,,,,"Kanchrapara, West Bengal, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5974,4283,92671991,25255143,,,,,,,"Chittaranjan, West Bengal, India",27-10-2025,,,,,,,,,N/A,,0,,,,,
5975,4284,92672039,09252850,,,,,,,"Patna, Bihar, India",07-10-2025,,,,,,,,,N/A,,0,,,,,
5976,4285,92672056,42255166A,,,,,,,"Multi Location, Multi State, India",06-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5977,4286,92672079,29251324A,,,,,,,"Rajkot, Gujarat, India",06-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5978,4287,92672093,09252850,,,,,,,"Patna, Bihar, India",07-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5979,4288,92672138,82250345A,,,,,,,"Guntur, Andhra Pradesh, India",29-09-2025,,,,,,,,,N/A,,0,,,,,
5980,4289,92672226,02256502A,,,,,,,"Chennai, Tamil Nadu, India",06-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5981,4290,92672240,ELT2526S136,,,,,,,"Guwahati, Assam, India",24-09-2025,,,,,,,,,N/A,,0,,,,,
5982,4291,92672265,H4255043B,,,,,,,"Jodhpur, Rajasthan, India",22-09-2025,,,,,,,,,N/A,,0,,,,,
5983,4292,92672307,H2255081A,,,,,,,"Chandrapur, Maharashtra, India",29-09-2025,,,,,,,,,N/A,,0,,,,,
5984,4293,92672367,HB256615A,,,,,,,"Kanchrapara, West Bengal, India",26-09-2025,,,,,,,,,N/A,,0,,,,,
5985,4294,92672399,ELT2526S135,,,,,,,"Guwahati, Assam, India",24-09-2025,,,,,,,,,N/A,,0,,,,,
5986,4295,92672431,82254584B,,,,,,,"New Delhi, Delhi, India",29-09-2025,,,,,,,,,N/A,,0,,,,,
5987,4296,92672457,ELT2526S137,,,,,,,"Guwahati, Assam, India",24-09-2025,,,,,,,,,N/A,,0,,,,,
5988,4297,92672461,01251233,,,,,,,"Ratlam, Madhya Pradesh, India",30-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5989,4298,92672551,41255177,,,,,,,"Ajmer, Rajasthan, India",26-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5990,4299,92672583,82253074A,,,,,,,"Secunderabad, Telangana, India",30-09-2025,,,,,,,,,N/A,,0,,,,,
5991,4300,92672584,ELT2526S138,,,,,,,"Guwahati, Assam, India",24-09-2025,,,,,,,,,N/A,,0,,,,,
5992,4301,92672589,82253784C,,,,,,,"Secunderabad, Telangana, India",29-09-2025,,,,,,,,,N/A,,0,,,,,
5993,4302,92672668,62255687A,,,,,,,"Sealdah, West Bengal, India",26-09-2025,,,,,,,,,N/A,,0,,,,,
5994,4304,92673981,2025_HFW_903943_4,,,,,,,"Kolkata, West Bengal, India",31-10-2025,24-09-2025,,,,,,,,N/A,,0,,,,,
5995,4309,92675161,02256425,,,,,,,"Thrissur, Kerala, India",29-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5996,4310,92675562,,,,,,,,"Kalyani, West Bengal, India",11-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
5997,4312,92678139,GEM/2025/B/6665886,,,,,,,"New Delhi, Delhi, India",29-09-2025,ref to doc,22,,,,,,,N/A,,0,,,,,
5998,4314,92680035,GEM/2025/B/6695668,,,,,,,"New Delhi, Delhi, India",10-10-2025,ref to doc,385,,,,,,,N/A,,0,,,,,
5999,4315,92680243,GEM/2025/B/6548502,,,,,,,"Kolkata, West Bengal, India",16-10-2025,23-09-2025,500,,,,,,,N/A,,0,,,,,
6000,4316,92680283,GEM/2025/B/6698046,,,,,,,"Pondicherry, Puducherry, India",10-11-2025,,1,,,,,,,N/A,,0,,,,,
6001,4317,92680423,GEM/2025/B/6700690,,,,,,,"Jhajjar, Haryana, India",10-10-2025,,240,,,,,,,N/A,,0,,,,,
6002,4319,92681084,EE/400KV/RS/O&M/Dn/PDG/T/721 dt.18.09.2025,,,,,,,"Thane, Maharashtra, India",29-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
6003,4321,92681343,IPRD_PR_015042/25-26,,,,,,,"Patna, Bihar, India",08-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
6004,4322,92681677,GEM/2025/B/6705057,,,,,,,"Patna, Bihar, India",29-09-2025,,8281,,,,,,,N/A,,0,,,,,
6005,4323,92681793,GEM/2025/B/6654201,,,,,,,"Mumbai, Maharashtra, India",29-09-2025,,2648,,,,,,,N/A,,0,,,,,
6006,4324,92681835,GEM/2025/B/6705109,,,,,,,"Mumbai, Maharashtra, India",10-10-2025,,8673,,,,,,,N/A,,0,,,,,
6007,4325,92681858,GEM/2025/B/6704550,,,,,,,"Navi Mumbai, Maharashtra, India",10-10-2025,ref to doc,1145,,,,,,,N/A,,0,,,,,
6008,4330,92681948,GEM/2025/B/6705254,,,,,,,"Visakhapatnam, Andhra Pradesh, India",29-09-2025,,1617,,,,,,,N/A,,0,,,,,
6009,4331,92682075,GEM/2025/B/6703498,,,,,,,"Amritsar, Punjab, India",25-09-2025,,1176,,,,,,,N/A,,0,,,,,
6010,4333,92682202,GEM/2025/B/6670035,,,,,,,"Jammu, Jammu And Kashmir, India",17-10-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
6011,4334,92682246,GEM/2025/B/6578266,,,,,,,"New Delhi, Delhi, India",03-10-2025,ref to doc,26560,,,,,,,N/A,,0,,,,,
6012,4335,92685314,2025_AIIMO_878382_1,,,,,,,"Khordha, Orissa, India",06-11-2025,26-09-2025,,,,,,,,N/A,,0,,,,,
6013,4336,92686386,GEM/2025/B/6634566,,,,,,,"Singrauli, Madhya Pradesh, India",10-10-2025,ref to doc,25290,,,,,,,N/A,,0,,,,,
6014,4341,92689403,GEM/2025/B/6706470,,,,,,,"Kupwara, Jammu And Kashmir, India",29-09-2025,ref to doc,464,,,,,,,N/A,,0,,,,,
6015,4343,92689625,GEM/2025/B/6696970,,,,,,,"Srinagar, Jammu And Kashmir, India",26-09-2025,ref to doc,4008,,,,,,,N/A,,0,,,,,
6016,4344,92689717,GEM/2025/B/6683683,,,,,,,"Yavatmal, Maharashtra, India",04-10-2025,ref to doc,137200,,,,,,,N/A,,0,,,,,
6017,4347,92689882,GEM/2025/B/6698573,,,,,,,"Kalpakkam, Tamil Nadu, India",09-10-2025,ref to doc,8,,,,,,,N/A,,0,,,,,
6018,4348,92690031,GEM/2025/B/6706763,,,,,,,"Jodhpur, Rajasthan, India",30-09-2025,ref to doc,10,,,,,,,N/A,,0,,,,,
6019,4351,92690289,,,,,,,,"Amritsar, Punjab, India",29-09-2025,,,,,,,,,N/A,,0,,,,,
6020,4352,92690641,2025_MCGM_1218626_1,,,,,,,"Mumbai, Maharashtra, India",26-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
6021,4353,92691763,2025_BHEL_53017_1,,,,,,,"Bangalore, Karnataka, India",07-10-2025,ref to doc,,,,,,,,N/A,,0,,,,,
6022,4354,92691850,GEM/2025/B/6689274,,,,,,,"Deoghar, Jharkhand, India",11-10-2025,ref to doc,1,,,,,,,N/A,,0,,,,,
6023,4355,92652402,GEM/2025/B/6702307,,,,,,,"Pune, Maharashtra, India",29-09-2025,,304,,,,,,,N/A,,0,,,,,
6024,4356,92652406,GEM/2025/B/6702387,,,,,,,"Pune, Maharashtra, India",29-09-2025,,1418,,,,,,,N/A,,0,,,,,
6025,4358,92657493,,,,,,,,"Sheohar, Bihar, India",26-09-2025,,,,,,,,,N/A,,0,,,,,
6026,4359,92660596,,,,,,,,"Kolkata, West Bengal, India",24-09-2025,,,,,,,,,N/A,,0,,,,,
6027,4360,92668536,ILP/SC2/ADR173/50 TE-1405,,,,,,,"Palakkad, Kerala, India",24-09-2025,ref to doc,,,,,,,,N/A,,0,,,,,
6028,4361,92675389,33255462A,,,,,,,"Jodhpur, Rajasthan, India",10-10-2025,,,,,,,,,N/A,,0,,,,,
6029,4362,92681734,GEM/2025/B/6688715,,,,,,,"Indore, Madhya Pradesh, India",14-10-2025,09-10-2025,750,,,,,,,N/A,,0,,,,,
6030,4363,92689294,GEM/2025/B/6704300,,,,,,,"Pathankot, Punjab, India",29-09-2025,ref to doc,14,,,,,,,N/A,,0,,,,,
6031,4364,92680360,GEM/2025/B/6570733,,,,,,,"Bardhaman, West Bengal, India",10-10-2025,ref to doc,61,,,,,,,N/A,,0,,,,,
6032,4368,92688634,GEM/2025/B/6699154,,,,,,,"Khordha, Orissa, India",23-09-2025,,96,,,,,,,N/A,,0,,,,,
6033,4369,92689503,GEM/2025/B/6706057,,,,,,,"Aurangabad, Maharashtra, India",10-10-2025,,1292,,,,,,,N/A,,0,,,,,
6034,4370,92691876,GEM/2025/B/6701770,,,,,,,"Kargil, Jammu And Kashmir, India",30-09-2025,,2324,,,,,,,N/A,,0,,,,,
6035,4372,92692218,2025_AIMSD_878421_1,,,,,,,"New Delhi, Delhi, India",23-10-2025,29-09-2025,,,,,,,,N/A,,0,,,,,
6036,4374,92693313,2025_DHS_1220526_1,,,,,,,"Amravati, Maharashtra, India",30-09-2025,23-09-2025,,,,,,,,N/A,,0,,,,,
6037,4375,92693903,GEM/2025/B/6707468,,,,,,,"New Delhi, Delhi, India",30-09-2025,,2,,,,,,,N/A,,0,,,,,
6038,4376,92694028,GEM/2025/B/6707549,,,,,,,"Patiala, Punjab, India",03-10-2025,,552,,,,,,,N/A,,0,,,,,
6039,4377,92694052,GEM/2025/B/6622337,,,,,,,"Panchkula, Haryana, India",15-10-2025,,1,,,,,,,N/A,,0,,,,,
6040,4378,92694074,GEM/2025/B/6708109,,,,,,,"Chittaranjan, West Bengal, India",01-10-2025,,11000,,,,,,,N/A,,0,,,,,
